M6,1.3051470588235294,1.9338842975206612
M5,1.4285714285714286,1.7777777777777777
M4,1.4516129032258065,1.832167832167832
M3,1.3428571428571427,1.6293706293706294
M2,1.3824561403508773,1.4625
M1,1.550561797752809,1.8356164383561644
m_avg_2_1,1.3444444444444446,1.75
m_avg_2_2,1.4910179640718564,1.648936170212766
m_avg_2_3,1.5,1.6703296703296704
m_avg_2_4,1.4502923976608186,1.6105263157894736
m_avg_2_5,1.4821428571428572,1.7362637362637363
m_avg_2_6,1.5116279069767442,1.7956989247311828
m_avg_3_1,1.4761904761904763,1.556701030927835
m_avg_3_2,1.4733727810650887,1.5408163265306123
m_avg_3_3,1.4695121951219512,1.6777777777777778
m_avg_3_4,1.4226190476190477,1.7790697674418605
m_avg_3_5,1.5093167701863355,1.6703296703296704
m_avg_3_6,1.4226190476190477,1.6853932584269662
m_avg_4_1,1.4733727810650887,1.648936170212766
m_avg_4_2,1.473053892215569,1.6451612903225807
m_avg_4_3,1.4695121951219512,1.7078651685393258
m_avg_4_4,1.3823529411764706,1.6111111111111112
m_avg_4_5,1.4457831325301205,1.696629213483146
m_avg_4_6,1.4651162790697674,1.625
m_avg_5_1,1.4939024390243902,1.6344086021505377
m_avg_5_2,1.4457831325301205,1.6666666666666667
m_avg_5_3,1.463855421686747,1.7613636363636365
m_avg_5_4,1.4573170731707317,1.6853932584269662
m_avg_5_5,1.463855421686747,1.7
m_avg_5_6,1.4497041420118344,1.7222222222222223
m_avg_6,1.4606060606060607,1.7078651685393258
